Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path,label_3class,label_5class,label_treatment,insect,disease,growth_state,Air_Temperature,Relative_Humidity,Light_Intensity,CO2,Soil_Moisture,Soil_Temperature,split
L413,2025,20250512,2025,121.0,10.5,34.0,42.0,0.39,2.26,2.04,0.13,1.38,0.07,"images/11,411/1747009225_1747008745_6.jpg;images/11,411/1747016840_1747015950_6.jpg;images/11,411/1747030878_1747030345_6.jpg;images/11,411/1747037861_1747037520_6.jpg;images/11,411/1747045160_1747044735_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L421,2025,20250512,2025,106.0,14.2,32.0,34.0,0.44,2.64,2.38,0.17,1.62,0.07,"images/11,411/1747009225_1747008745_6.jpg;images/11,411/1747016840_1747015950_6.jpg;images/11,411/1747030878_1747030345_6.jpg;images/11,411/1747037861_1747037520_6.jpg;images/11,411/1747045160_1747044735_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L422,2025,20250512,2025,107.0,13.6,28.0,44.0,0.44,2.59,2.43,0.17,1.66,0.07,"images/11,411/1747009225_1747008745_6.jpg;images/11,411/1747016840_1747015950_6.jpg;images/11,411/1747030878_1747030345_6.jpg;images/11,411/1747037861_1747037520_6.jpg;images/11,411/1747045160_1747044735_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L423,2025,20250512,2025,112.0,11.4,37.0,43.0,0.42,2.46,2.32,0.15,1.58,0.07,"images/11,411/1747009225_1747008745_6.jpg;images/11,411/1747016840_1747015950_6.jpg;images/11,411/1747030878_1747030345_6.jpg;images/11,411/1747037861_1747037520_6.jpg;images/11,411/1747045160_1747044735_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L511,2025,20250512,2025,123.0,12.8,36.0,44.0,0.4,2.29,2.13,0.14,1.49,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L512,2025,20250512,2025,120.0,12.0,45.0,48.0,0.39,2.31,2.1,0.14,1.54,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L513,2025,20250512,2025,103.0,11.0,32.0,36.0,0.45,2.62,2.36,0.18,1.61,0.08,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L521,2025,20250512,2025,98.0,9.8,29.0,46.0,0.4,2.35,2.16,0.15,1.53,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L522,2025,20250512,2025,97.0,11.4,33.0,44.0,0.45,2.5,2.34,0.15,1.59,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L523,2025,20250512,2025,106.0,12.0,37.0,43.0,0.42,2.4,2.35,0.15,1.53,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,4,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L611,2025,20250512,2025,109.0,12.9,36.0,37.0,0.41,2.34,2.17,0.14,1.49,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L612,2025,20250512,2025,114.0,11.4,32.0,44.0,0.41,2.27,2.23,0.15,1.51,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L613,2025,20250512,2025,109.0,10.2,42.0,48.0,0.42,2.43,2.18,0.14,1.61,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L621,2025,20250512,2025,124.0,13.3,28.0,44.0,0.43,2.6,2.4,0.17,1.59,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L622,2025,20250512,2025,89.0,11.2,20.0,30.0,0.43,2.55,2.38,0.17,1.63,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L623,2025,20250512,2025,104.0,11.0,38.0,41.0,0.44,2.5,2.3,0.16,1.58,0.07,"images/511,611/1747008909_1747008663_4.jpg;images/511,611/1747016229_1747015863_4.jpg;images/511,611/1747030573_1747030263_4.jpg;images/511,611/1747037725_1747037464_4.jpg;images/511,611/1747044878_1747044664_4.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L514,2025,20250512,2025,115.0,12.6,38.0,42.0,0.39,2.23,2.08,0.14,1.58,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L515,2025,20250512,2025,105.0,12.3,37.0,46.0,0.42,2.36,2.21,0.15,1.49,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L516,2025,20250512,2025,103.0,12.2,28.0,39.0,0.41,2.39,2.24,0.15,1.51,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L524,2025,20250512,2025,123.0,12.4,40.0,42.0,0.43,2.51,2.23,0.16,1.57,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L525,2025,20250512,2025,104.0,13.9,23.0,30.0,0.42,2.48,2.23,0.16,1.55,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L526,2025,20250512,2025,119.0,13.9,45.0,47.0,0.42,2.53,2.3,0.15,1.51,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,5,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L614,2025,20250512,2025,85.0,11.5,33.0,33.0,0.43,2.46,2.27,0.17,1.69,0.08,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L615,2025,20250512,2025,121.0,11.9,39.0,43.0,0.39,2.18,2.01,0.12,1.42,0.06,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L616,2025,20250512,2025,104.0,12.3,42.0,45.0,0.4,2.45,2.31,0.16,1.54,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L624,2025,20250512,2025,107.0,12.4,34.0,44.0,0.43,2.44,2.22,0.15,1.54,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L625,2025,20250512,2025,122.0,12.6,35.0,45.0,0.41,2.4,2.25,0.15,1.53,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,train
L626,2025,20250512,2025,123.0,13.2,24.0,43.0,0.44,2.44,2.29,0.16,1.59,0.07,"images/514,614/1747009080_1747008705_5.jpg;images/514,614/1747016482_1747015907_5.jpg;images/514,614/1747030730_1747030305_5.jpg;images/514,614/1747037712_1747037477_5.jpg;images/514,614/1747045034_1747044700_5.jpg",../data.csv,Stress,PestDisease,6,A,A,B,20.377,59.5107,3.9647,519.0982,43.8527,20.9158,val
L111,2025,20250513,2025,136.0,13.3,36.0,47.0,0.38,2.19,2.06,0.13,1.42,0.06,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L112,2025,20250513,2025,137.0,13.8,24.0,36.0,0.4,2.31,2.02,0.14,1.41,0.06,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L113,2025,20250513,2025,123.0,10.7,35.0,38.0,0.4,2.27,2.12,0.14,1.44,0.06,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L121,2025,20250513,2025,131.0,10.0,21.0,40.0,0.42,2.39,2.17,0.14,1.51,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,val
L122,2025,20250513,2025,127.0,11.6,41.0,47.0,0.41,2.4,2.29,0.15,1.56,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L123,2025,20250513,2025,114.0,11.3,34.0,45.0,0.4,2.46,2.24,0.15,1.58,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L214,2025,20250513,2025,134.0,10.4,34.0,43.0,0.4,2.27,1.98,0.13,1.43,0.06,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L215,2025,20250513,2025,133.0,11.6,38.0,42.0,0.35,2.13,1.96,0.12,1.39,0.06,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L216,2025,20250513,2025,121.0,12.1,35.0,44.0,0.41,2.28,2.12,0.13,1.45,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L224,2025,20250513,2025,73.0,12.0,11.0,28.0,0.39,2.31,2.16,0.13,1.41,0.06,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L225,2025,20250513,2025,70.0,6.9,17.0,27.0,0.39,2.44,2.18,0.14,1.44,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L226,2025,20250513,2025,120.0,13.4,30.0,38.0,0.44,2.46,2.26,0.16,1.56,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L211,2025,20250513,2025,123.0,11.8,38.0,40.0,0.4,2.45,2.26,0.15,1.56,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L212,2025,20250513,2025,126.0,10.3,38.0,40.0,0.4,2.08,2.04,0.13,1.45,0.06,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L213,2025,20250513,2025,123.0,13.0,36.0,31.0,0.4,2.3,2.09,0.14,1.55,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L221,2025,20250513,2025,119.0,13.8,32.0,47.0,0.43,2.41,2.28,0.15,1.54,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L222,2025,20250513,2025,125.0,13.2,40.0,45.0,0.42,2.46,2.28,0.16,1.63,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L223,2025,20250513,2025,109.0,11.4,35.0,42.0,0.4,2.37,2.21,0.15,1.52,0.07,"images/111,211/1747182123_1747131064_4.jpg;images/111,211/1747182502_1747181464_4.jpg;images/111,211/1747188944_1747188664_4.jpg;images/111,211/1747210540_1747203064_4.jpg;images/111,211/1747210935_1747210264_4.jpg",../data.csv,Stress,PestDisease,1,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,val
L311,2025,20250513,2025,111.0,12.0,39.0,52.0,0.4,2.39,2.21,0.14,1.56,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,val
L312,2025,20250513,2025,116.0,10.8,28.0,45.0,0.44,2.5,2.3,0.17,1.62,0.08,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L313,2025,20250513,2025,127.0,9.2,31.0,40.0,0.42,2.37,2.37,0.16,1.56,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,val
L321,2025,20250513,2025,131.0,12.8,34.0,47.0,0.41,2.43,2.24,0.15,1.44,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L322,2025,20250513,2025,126.0,13.4,25.0,35.0,0.42,2.49,2.33,0.16,1.58,0.07,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L323,2025,20250513,2025,116.0,12.7,30.0,33.0,0.39,2.32,2.09,0.14,1.48,0.06,"images/214,311/1747095436_1747095104_5.jpg;images/214,311/1747188889_1747181502_5.jpg;images/214,311/1747189151_1747188703_5.jpg;images/214,311/1747217687_1747203104_5.jpg;images/214,311/1747217934_1747210301_5.jpg",../data.csv,Stress,PestDisease,2,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
CK11,2025,20250513,2025,116.0,9.9,29.0,41.0,0.39,2.27,2.12,0.14,1.51,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
CK12,2025,20250513,2025,128.0,10.7,39.0,46.0,0.41,2.45,2.12,0.14,1.5,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,val
CK13,2025,20250513,2025,104.0,9.9,31.0,34.0,0.4,2.37,2.16,0.14,1.44,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
CK21,2025,20250513,2025,125.0,14.4,23.0,42.0,0.41,2.43,2.28,0.16,1.61,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
CK22,2025,20250513,2025,119.0,13.3,38.0,43.0,0.43,2.5,2.33,0.17,1.56,0.08,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
CK23,2025,20250513,2025,108.0,12.1,31.0,39.0,0.42,2.31,2.12,0.14,1.52,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,CK,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L411,2025,20250513,2025,124.0,11.7,37.0,41.0,0.38,2.11,1.99,0.12,1.38,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L412,2025,20250513,2025,56.0,5.1,4.0,12.0,0.36,2.11,1.94,0.11,1.37,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L413,2025,20250513,2025,125.0,10.4,31.0,41.0,0.38,2.22,1.99,0.13,1.38,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L421,2025,20250513,2025,109.0,14.2,30.0,34.0,0.44,2.66,2.38,0.17,1.62,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
L422,2025,20250513,2025,108.0,13.1,26.0,45.0,0.44,2.57,2.42,0.17,1.65,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv,Stress,PestDisease,4,A,A,B,22.329,59.8495,3.8852,541.4345,43.5664,21.8318,train
